tweet_id,created_at,text,county_fips,is_retweet,user_type
1425,2020-11-29 01:26:35-0800,this pandemic will never end,30003,true,person
1426,2020-12-21T14:34:37-0800,this pandemic will never end,27165,false,bot
1427,2020-12-03T14:05:20Z,"cases are dropping, great news!",21213,false,bot
1428,2020-05-12 20:26:51+0000,covid is getting worse here,8055,false,bot
1429,2020-10-29 12:02:26,finally recovered from covid,72041,true,organization
1430,2020-04-28 20:29:20,wearing masks is important,37081,true,organization
1431,2020-11-21 14:12:46-0800,covid is getting worse here,37177,false,bot
1432,2020-03-07T15:23:08Z,"hospital is full, very sad.",20121,true,bot
1433,2020-10-02 23:30:55,this pandemic will never end,38053,false,person
1434,2020-08-27T11:16:23Z,vaccine is working well,37083,false,person
1435,2020-08-22 10:47:07-0500,this pandemic will never end,19145,false,person
1436,2020-04-21 04:06:56+0700,i hate lockdown,37053,false,person
1437,2020-08-16T18:51:24Z,this pandemic will never end,31097,true,organization
1438,2020-08-30 02:47:22+0000,"cases are dropping, great news!",37053,false,person
1439,2020-10-21 11:44:42,covid is getting worse here,27007,false,person
1440,2020-08-09 23:54:34,covid is getting worse here,30003,false,person
1441,2020-04-27 19:58:06-0800,this pandemic will never end,19145,false,person
1442,2020-03-08T14:24:32-0800,covid is getting worse here,6091,false,person
1443,2020-03-13T05:26:38-0800,vaccine is working well,36009,false,person
1444,2020-05-28 20:02:47+0700,i hate lockdown,6091,false,organization
1445,2020-08-29T12:12:47Z,i hate lockdown,6091,false,person
1446,2020-09-25 00:04:16,covid is getting worse here,31105,false,person
1447,2020-06-28 23:01:44,wearing masks is important,22055,false,person
1448,2020-08-21 01:13:14+0000,vaccine is working well,55077,false,person
1449,2020-05-29T13:48:11Z,wearing masks is important,47003,false,bot
1450,2020-07-30T07:58:46+0700,finally recovered from covid,8069,false,person
1451,2020-10-01T23:37:44Z,"cases are dropping, great news!",13317,true,organization
1452,2020-05-08T22:39:45-0800,covid is getting worse here,47153,false,person
1453,2020-03-01T04:20:31Z,covid is getting worse here,28079,true,person
1454,2020-10-26 02:36:14,"hospital is full, very sad.",13145,false,bot
1455,2020-07-20T08:14:31+0700,wearing masks is important,72041,false,organization
1456,2020-11-18 00:58:07+0000,covid is getting worse here,37127,false,organization
1457,2020-05-05T20:30:53Z,this pandemic will never end,42035,false,person
1458,2020-05-28T23:29:35-0500,wearing masks is important,53061,true,organization
1459,2020-12-15T05:23:16Z,i hate lockdown,13253,false,person
1460,2020-05-08 12:35:03+0700,i hate lockdown,12127,true,organization
1461,2020-06-09 22:59:56,this pandemic will never end,47165,false,person
1462,2020-11-20 04:14:13-0500,i hate lockdown,17143,false,person
1463,2020-12-26 21:39:35,"hospital is full, very sad.",30003,false,person
1464,2020-04-04 17:06:00,i hate lockdown,13303,false,person
1465,2020-11-12 11:24:36,this pandemic will never end,47165,false,person
1466,2020-12-07T19:41:17+0000,vaccine is working well,12007,false,person
1467,2020-05-01T19:56:11Z,"hospital is full, very sad.",51037,false,person
1468,2020-03-12T18:09:12Z,finally recovered from covid,6003,false,person
1469,2020-12-23T00:16:29-0500,i hate lockdown,37059,false,person
1470,2020-10-30 06:31:34,"cases are dropping, great news!",51810,true,bot
1471,2020-08-26T01:30:35Z,"cases are dropping, great news!",13253,true,person
1472,2020-10-09T02:05:37Z,"cases are dropping, great news!",46047,false,person
1473,2020-09-18T00:58:27+0700,wearing masks is important,8103,true,person
1474,2020-10-19 22:58:22-0500,i hate lockdown,8061,false,person
1475,2020-03-16T15:10:44-0500,"cases are dropping, great news!",48251,false,bot
1476,2020-04-10T15:25:54+0000,finally recovered from covid,5141,false,person
1477,2020-07-03T13:26:40Z,finally recovered from covid,48119,false,organization
1478,2020-09-07T11:16:53Z,finally recovered from covid,36009,true,bot
1479,2020-08-16T16:54:27Z,i hate lockdown,22015,true,bot
1480,2020-11-24 12:49:10-0500,this pandemic will never end,47135,true,person
1481,2020-11-26T03:30:45Z,"cases are dropping, great news!",46047,false,person
1482,2020-09-21T14:58:14Z,covid is getting worse here,13147,false,person
1483,2020-09-02T14:03:04-0500,finally recovered from covid,17113,false,person
1484,2020-05-25T10:06:06-0800,finally recovered from covid,8069,false,person
1485,2020-10-31 12:50:27,finally recovered from covid,37173,true,organization
1486,2020-04-23T08:24:53-0500,i hate lockdown,36097,false,bot
1487,2020-04-24T20:02:20-0500,wearing masks is important,55077,true,person
1488,2020-09-28 22:10:01,"hospital is full, very sad.",18059,false,organization
1489,2020-04-29 05:53:41-0500,"cases are dropping, great news!",47003,true,person
1490,2020-09-05 17:07:12,covid is getting worse here,51770,false,organization
1491,2020-03-08T17:13:47Z,vaccine is working well,5141,true,person
1492,2020-10-10 13:34:57-0500,vaccine is working well,1059,false,bot
1493,2020-08-14 22:28:01,"hospital is full, very sad.",6003,true,organization
1494,2020-07-07 18:09:49-0500,this pandemic will never end,48323,true,person
1495,2020-12-18 11:23:29,i hate lockdown,26137,false,person
1496,2020-06-04 12:27:48,covid is getting worse here,2090,false,bot
1497,2020-12-16T10:46:08Z,"cases are dropping, great news!",31105,false,bot
1498,2020-11-11T19:13:53+0000,"hospital is full, very sad.",8061,false,person
1499,2020-11-09T18:30:50Z,wearing masks is important,31105,false,person
1500,2020-12-17T00:31:35+0700,"hospital is full, very sad.",27085,false,organization
1501,2020-11-21 13:28:55-0800,"hospital is full, very sad.",31083,true,organization
1502,2020-07-01 08:05:10+0000,vaccine is working well,19119,false,person
1503,2020-03-03 03:24:07+0000,vaccine is working well,51530,false,organization
1504,2020-07-02 19:16:43-0800,this pandemic will never end,31097,true,person
1505,2020-04-01 12:40:00+0700,covid is getting worse here,28161,true,person
1506,2020-05-15 19:45:37,"hospital is full, very sad.",51037,true,person
1507,2020-12-12 01:27:00+0700,"hospital is full, very sad.",31097,true,person
1508,2020-06-27 21:36:26-0800,vaccine is working well,53061,false,person
1509,2020-10-22T05:30:17+0700,covid is getting worse here,8055,false,person
1510,2020-08-19 06:39:28,"cases are dropping, great news!",8055,false,organization
1511,2020-06-30T14:21:22Z,i hate lockdown,13147,false,bot
1512,2020-09-26T22:16:31-0800,"cases are dropping, great news!",56023,false,bot
1513,2020-09-17T23:46:20Z,i hate lockdown,13303,false,organization
1514,2020-08-02T19:45:07-0800,covid is getting worse here,28079,false,person
1515,2020-08-23 08:28:16+0700,covid is getting worse here,47135,true,bot
1516,2020-05-04T18:07:16Z,vaccine is working well,5003,false,organization
1517,2020-08-11 03:27:30,"hospital is full, very sad.",48251,false,person
1518,2020-09-05T04:40:46+0700,vaccine is working well,28105,false,organization
1519,2020-09-25 07:55:37-0500,"hospital is full, very sad.",51113,false,person
1520,2020-06-04T13:29:04Z,i hate lockdown,5003,false,bot
1521,2020-06-20 19:01:32,this pandemic will never end,38047,false,bot
1522,2020-09-13T23:28:01-0500,vaccine is working well,22015,false,organization
1523,2020-05-16 20:50:11-0500,"hospital is full, very sad.",51101,true,person
1524,2020-08-31 12:09:00+0000,covid is getting worse here,13127,false,person
1525,2020-12-27T22:40:15Z,wearing masks is important,37191,false,bot
1526,2020-07-05 15:38:26+0700,this pandemic will never end,17031,false,person
1527,2020-08-02T04:31:56Z,"cases are dropping, great news!",12127,false,person
1528,2020-11-30T20:48:20-0500,vaccine is working well,37177,false,person
1529,2020-11-20T09:50:09+0000,"cases are dropping, great news!",5141,false,bot
1530,2020-12-10T00:32:04Z,i hate lockdown,56023,false,bot
1531,2020-08-09 21:39:10+0700,i hate lockdown,51530,false,organization
1532,2020-04-18 15:11:06+0000,covid is getting worse here,8061,false,organization
1533,2020-09-26T00:26:48Z,wearing masks is important,31067,false,organization
1534,2020-10-12T13:37:13Z,i hate lockdown,28079,false,bot
1535,2020-06-10T00:01:23Z,i hate lockdown,13317,false,organization
1536,2020-07-11 02:53:43,finally recovered from covid,72041,false,person
1537,2020-05-13 12:42:57,i hate lockdown,48305,false,person
1538,2020-10-30 09:07:38,"cases are dropping, great news!",4007,true,person
1539,2020-06-06 15:18:38,"cases are dropping, great news!",18135,true,person
1540,2020-03-03 20:28:43-0800,this pandemic will never end,22055,false,organization
1541,2020-10-29T04:09:54-0500,i hate lockdown,56019,true,organization
1542,2020-06-13 08:46:25+0000,this pandemic will never end,31067,true,organization
1543,2020-04-18T21:53:40+0700,"hospital is full, very sad.",8055,false,person
1544,2020-06-28 00:49:33-0500,vaccine is working well,36097,false,bot
1545,2020-08-09T13:50:46Z,this pandemic will never end,19095,false,organization
1546,2020-08-18T03:27:15Z,i hate lockdown,28161,false,person
1547,2020-11-14 21:24:06-0500,"hospital is full, very sad.",48323,true,person
1548,2020-04-16T18:07:36Z,"cases are dropping, great news!",28105,false,person
1549,2020-10-08T02:45:53Z,"cases are dropping, great news!",29203,false,organization
1550,2020-12-20T21:36:21-0800,vaccine is working well,8061,false,bot
1551,2020-10-14T10:03:11Z,"cases are dropping, great news!",13271,false,person
1552,2020-05-29 13:18:39,i hate lockdown,19095,false,bot
1553,2020-03-18 16:53:58,finally recovered from covid,31067,false,bot
1554,2020-09-21T22:41:02-0800,this pandemic will never end,53061,true,person
1555,2020-07-10 21:36:44-0500,"hospital is full, very sad.",13147,true,bot
1556,2020-10-07 22:27:23-0500,covid is getting worse here,48305,false,person
1557,2020-10-18T02:52:04Z,"hospital is full, very sad.",13149,false,person
1558,2020-07-01T20:24:22-0500,wearing masks is important,17161,true,bot
1559,2020-04-28 22:24:05,vaccine is working well,20011,false,organization
1560,2020-03-23T08:27:18+0700,wearing masks is important,13317,false,person
1561,2020-03-07 01:32:24,i hate lockdown,2090,false,organization
1562,2020-07-14 03:35:20,i hate lockdown,42035,false,person
1563,2020-04-20T05:11:22-0500,this pandemic will never end,30003,false,person
1564,2020-07-27T14:50:57-0500,"hospital is full, very sad.",48251,false,person
1565,2020-06-19T04:22:47Z,covid is getting worse here,13161,true,person
1566,2020-12-30 03:41:59,"hospital is full, very sad.",47017,false,organization
1567,2020-05-10T09:05:26Z,vaccine is working well,12007,false,bot
1568,2020-09-20T03:07:37Z,finally recovered from covid,13149,true,person
1569,2020-07-07 06:36:54+0700,vaccine is working well,38047,false,person
1570,2020-03-16T05:42:03Z,"hospital is full, very sad.",8055,false,bot
1571,2020-11-15T10:51:06Z,"hospital is full, very sad.",31083,false,person
1572,2020-03-17T02:29:46Z,this pandemic will never end,56019,false,person
1573,2020-07-15 19:27:54,covid is getting worse here,31083,false,person
1574,2020-05-14 08:41:10,finally recovered from covid,37173,false,bot
1575,2020-10-26 04:16:57+0000,i hate lockdown,8069,true,person
1576,2020-10-15 11:08:04-0500,covid is getting worse here,17175,false,person
1577,2020-10-30 21:22:04-0800,wearing masks is important,21213,false,person
1578,2020-11-12T21:31:29+0000,covid is getting worse here,37083,false,organization
1579,2020-04-27 16:33:15+0700,finally recovered from covid,37127,true,person
1580,2020-08-06T21:10:45+0700,wearing masks is important,37127,true,person
1581,2020-12-04T10:36:39Z,covid is getting worse here,17113,false,organization
1582,2020-05-15 23:30:29,this pandemic will never end,17175,false,organization
1583,2020-07-20T14:03:45-0500,covid is getting worse here,19095,true,person
1584,2020-04-26 17:17:23,covid is getting worse here,28161,true,organization
1585,2020-05-24 05:44:30,vaccine is working well,51530,false,person
1586,2020-06-19T13:49:18Z,"cases are dropping, great news!",51113,false,organization
1587,2020-08-20T02:57:04Z,wearing masks is important,17113,false,organization
1588,2020-05-22T02:15:38+0000,wearing masks is important,47153,false,organization
1589,2020-07-09T13:38:09Z,vaccine is working well,13253,false,organization
1590,2020-12-17 15:24:55,this pandemic will never end,37081,false,organization
1591,2020-12-09T23:42:51+0000,i hate lockdown,29203,false,person
1592,2020-07-31T10:26:21Z,i hate lockdown,56019,true,person
1593,2020-07-27 08:42:37+0000,"hospital is full, very sad.",53061,false,person
1594,2020-10-29 03:11:04+0700,"hospital is full, very sad.",17143,false,bot
1595,2020-12-08T23:42:56-0500,covid is getting worse here,29203,false,person
1596,2020-08-31T05:58:51+0700,i hate lockdown,27165,false,bot
1597,2020-10-16T22:17:15Z,"hospital is full, very sad.",5009,true,organization
1598,2020-03-09 13:31:04,finally recovered from covid,6003,false,person
1599,2020-04-29 11:20:59-0800,covid is getting worse here,37053,true,person
1600,2020-07-15T11:12:40+0700,this pandemic will never end,48323,false,organization
1601,2020-06-26T04:56:08-0500,finally recovered from covid,17143,false,person
1602,2020-12-13 22:21:43,vaccine is working well,56023,false,person
1603,2020-10-26 16:03:35,this pandemic will never end,22015,false,person
1604,2020-06-14T20:54:38Z,vaccine is working well,37173,true,bot
1605,2020-11-14 08:39:32-0500,i hate lockdown,6091,false,person
1606,2020-03-04 04:51:31-0800,covid is getting worse here,21225,false,organization
1607,2020-06-14 15:54:30,"hospital is full, very sad.",13253,false,bot
1608,2020-09-16T18:11:31Z,"hospital is full, very sad.",1059,false,bot
1609,2020-09-28 15:05:36,"hospital is full, very sad.",37109,false,person
1610,2020-06-10T04:34:01Z,finally recovered from covid,56019,false,person
1611,2020-11-05T20:52:53Z,"cases are dropping, great news!",17161,false,bot
1612,2020-05-31T14:39:16Z,wearing masks is important,37053,false,organization
1613,2020-08-27T09:39:13+0700,this pandemic will never end,28161,false,organization
1614,2020-03-10 05:56:32-0800,i hate lockdown,13317,false,person
1615,2020-03-04T10:58:05Z,covid is getting worse here,13161,false,person
1616,2020-03-21 05:38:37+0000,wearing masks is important,51187,false,organization
1617,2020-05-05T02:24:25Z,finally recovered from covid,18059,false,person
1618,2020-04-01T10:22:46+0700,covid is getting worse here,47135,false,organization
1619,2020-06-24T06:33:57+0000,"cases are dropping, great news!",48251,false,person
1620,2020-12-08T20:49:14-0800,this pandemic will never end,53061,false,person
1621,2020-07-22 04:07:38,"hospital is full, very sad.",26137,false,person
1622,2020-10-17T21:24:42+0700,i hate lockdown,37059,false,person
1623,2020-10-31 18:02:19,i hate lockdown,13161,false,bot
1624,2020-10-09 00:45:07,finally recovered from covid,8055,false,person
1625,2020-04-16T20:36:49+0700,covid is getting worse here,31107,true,organization
1626,2020-12-01 17:55:52+0700,"cases are dropping, great news!",13127,false,organization
1627,2020-05-20 19:11:31,vaccine is working well,42035,true,bot
1628,2020-04-10 22:47:15,vaccine is working well,27085,false,organization
1629,2020-08-20 20:12:24+0700,covid is getting worse here,26137,false,bot
1630,2020-08-20 07:43:40,"cases are dropping, great news!",47135,false,person
1631,2020-04-27 23:04:12,"hospital is full, very sad.",18059,true,person
1632,2020-05-28T15:14:34+0700,wearing masks is important,46047,false,organization
1633,2020-10-21 06:24:37-0500,vaccine is working well,51113,false,bot
1634,2020-11-04T18:31:51Z,wearing masks is important,28105,false,person
1635,2020-07-21T20:12:57Z,vaccine is working well,46047,false,bot
1636,2020-12-22 16:38:55-0800,wearing masks is important,2230,false,person
1637,2020-07-01T07:47:30+0000,covid is getting worse here,31097,false,person
1638,2020-06-17T06:16:10Z,"hospital is full, very sad.",47003,true,person
1639,2020-12-06 16:19:28+0000,wearing masks is important,17175,true,bot
1640,2020-03-03T05:49:33-0800,vaccine is working well,48071,false,person
1641,2020-07-14T07:57:46-0500,covid is getting worse here,12007,false,bot
1642,2020-11-08 17:37:10,finally recovered from covid,47003,false,organization
1643,2020-08-01 05:15:44+0700,i hate lockdown,27003,false,bot
1644,2020-11-24T09:01:21Z,finally recovered from covid,5141,false,person
1645,2020-12-13 21:10:06-0500,"hospital is full, very sad.",17031,true,person
1646,2020-09-17 12:56:37+0700,finally recovered from covid,17175,true,person
1647,2020-11-11 09:42:49,"hospital is full, very sad.",29203,false,bot
1648,2020-10-13 00:24:59,this pandemic will never end,37177,false,organization
1649,2020-09-05 11:21:20+0700,vaccine is working well,5003,false,person
1650,2020-12-27 08:59:54-0500,covid is getting worse here,28161,false,person
1651,2020-08-18 19:13:53-0800,wearing masks is important,13127,false,person
1652,2020-12-10 23:44:21-0500,this pandemic will never end,12007,false,person
1653,2020-07-28 20:30:03,covid is getting worse here,48323,false,organization
1654,2020-04-28T01:52:12-0500,this pandemic will never end,13127,false,organization
1655,2020-07-03 12:07:54-0800,vaccine is working well,56019,true,bot
1656,2020-09-29T00:44:15-0500,finally recovered from covid,37109,true,bot
1657,2020-03-14T00:32:23Z,"hospital is full, very sad.",48071,false,person
1658,2020-12-12T16:54:45Z,"hospital is full, very sad.",22055,true,bot
1659,2020-06-26 18:11:52,this pandemic will never end,5009,true,person
1660,2020-08-23T03:14:20Z,covid is getting worse here,51187,false,person
1661,2020-03-04 23:21:19+0700,finally recovered from covid,47153,false,person
1662,2020-03-30T18:50:03Z,this pandemic will never end,12007,false,bot
1663,2020-04-02T15:55:46Z,finally recovered from covid,20011,false,bot
1664,2020-08-06T16:35:30-0800,covid is getting worse here,2090,false,person
1665,2020-07-12T01:23:22+0000,i hate lockdown,19095,true,person
1666,2020-10-13 05:12:30-0500,vaccine is working well,47135,true,person
1667,2020-04-22T06:38:28+0000,"cases are dropping, great news!",2230,false,bot
1668,2020-04-23T21:30:10+0700,this pandemic will never end,13147,false,bot
1669,2020-09-13 06:21:41-0500,vaccine is working well,31097,false,person
1670,2020-08-26T21:22:00Z,vaccine is working well,8055,false,person
1671,2020-12-06 02:35:12-0500,finally recovered from covid,36009,true,organization
1672,2020-06-03T13:22:46Z,"hospital is full, very sad.",13303,false,person
1673,2020-12-18 23:48:35,vaccine is working well,47027,false,bot
1674,2020-07-29 08:05:57+0000,covid is getting worse here,37081,false,person
1675,2020-09-29 10:07:01+0000,"cases are dropping, great news!",27085,false,bot
1676,2020-05-24 07:59:52,vaccine is working well,28105,false,bot
1677,2020-09-15 09:13:03,i hate lockdown,13127,false,bot
1678,2020-12-27T22:42:14-0500,covid is getting worse here,53061,true,bot
1679,2020-07-07T05:48:18-0500,i hate lockdown,51530,false,bot
1680,2020-12-18T11:42:42Z,i hate lockdown,28161,true,person
1681,2020-10-19T08:54:50Z,wearing masks is important,47153,true,organization
1682,2020-06-01 07:31:08-0800,finally recovered from covid,37053,false,organization
1683,2020-03-29 11:05:01,this pandemic will never end,37177,false,person
1684,2020-08-17T17:21:26-0500,vaccine is working well,20011,false,bot
1685,2020-06-13T08:45:31Z,"cases are dropping, great news!",41061,false,person
1686,2020-08-31 06:58:53,"cases are dropping, great news!",13317,false,organization
1687,2020-11-15 03:36:28,i hate lockdown,48305,false,bot
1688,2020-12-11 20:44:19+0000,i hate lockdown,37191,false,bot
1689,2020-09-26T23:03:01+0700,this pandemic will never end,31105,false,organization
1690,2020-05-26T09:21:19Z,this pandemic will never end,13149,false,person
1691,2020-11-19 11:16:43-0500,this pandemic will never end,37053,false,person
1692,2020-06-23 10:14:45+0000,vaccine is working well,13303,false,person
1693,2020-09-19T06:27:11+0700,covid is getting worse here,13149,true,organization
1694,2020-09-10T14:40:37-0500,"hospital is full, very sad.",26137,false,organization
1695,2020-03-15T23:26:14Z,i hate lockdown,13137,false,person
1696,2020-10-25 05:49:03,wearing masks is important,8103,false,person
1697,2020-07-22 05:50:02,finally recovered from covid,21213,false,person
1698,2020-11-20 22:48:57,this pandemic will never end,28079,true,bot
1699,2020-11-20 16:41:04+0700,"cases are dropping, great news!",17143,false,bot
1700,2020-04-25 06:54:03,finally recovered from covid,17031,false,person
1701,2020-03-08 12:00:03+0000,finally recovered from covid,41061,false,person
1702,2020-07-28T16:17:25Z,covid is getting worse here,5009,false,person
1703,2020-03-08T17:59:37-0500,i hate lockdown,18059,true,person
1704,2020-05-17T01:12:09Z,finally recovered from covid,55137,false,bot
1705,2020-12-26T09:52:41Z,covid is getting worse here,48179,false,person
1706,2020-08-18T20:01:42Z,"hospital is full, very sad.",6003,false,organization
1707,2020-03-27T11:34:55+0000,finally recovered from covid,51530,false,person
1708,2020-08-05T11:34:48+0700,this pandemic will never end,31097,false,organization
1709,2020-04-10 11:05:17-0800,this pandemic will never end,13317,false,person
1710,2020-11-24T10:56:59Z,"hospital is full, very sad.",53061,true,person
1711,2020-10-08 13:03:52,"hospital is full, very sad.",19119,false,person
1712,2020-06-12 06:44:46-0500,i hate lockdown,47075,false,person
1713,2020-05-24 14:57:28-0800,covid is getting worse here,55137,false,organization
1714,2020-05-24T17:20:46-0500,this pandemic will never end,72041,false,person
1715,2020-11-07T18:23:07-0500,i hate lockdown,55077,false,organization
1716,2020-08-24T08:18:42+0700,"cases are dropping, great news!",28161,false,organization
1717,2020-12-05T11:05:45+0700,i hate lockdown,37177,false,organization
1718,2020-10-01T05:31:42Z,i hate lockdown,17161,false,bot
1719,2020-08-05 23:31:51,vaccine is working well,31083,false,person
1720,2020-12-26T13:08:41Z,this pandemic will never end,55137,true,organization
1721,2020-08-22T14:35:15Z,i hate lockdown,38053,false,person
1722,2020-11-21 18:38:41,covid is getting worse here,17031,true,person
1723,2020-11-03 13:44:09+0700,covid is getting worse here,26137,true,person
1724,2020-10-14 01:37:10+0000,vaccine is working well,37109,false,organization
1725,2020-11-20T19:14:01Z,covid is getting worse here,5141,false,bot
1726,2020-12-09T06:00:31+0700,"hospital is full, very sad.",55137,true,person
1727,2020-05-06T20:50:12Z,wearing masks is important,18135,true,bot
1728,2020-06-07T04:31:14Z,i hate lockdown,47153,false,bot
1729,2020-12-27 10:57:55-0800,vaccine is working well,13127,false,person
1730,2020-07-27T11:06:01Z,covid is getting worse here,51810,false,organization
1731,2020-12-21 06:29:42-0800,finally recovered from covid,27085,false,bot
1732,2020-06-17T10:24:43Z,"hospital is full, very sad.",6091,false,bot
1733,2020-09-28 22:10:41+0700,vaccine is working well,5009,false,bot
1734,2020-12-27T09:17:35+0700,"cases are dropping, great news!",31151,false,person
1735,2020-09-02 02:17:05,vaccine is working well,17143,false,organization
1736,2020-04-11T13:38:11-0500,"cases are dropping, great news!",8103,false,person
1737,2020-10-12T05:37:12Z,covid is getting worse here,18059,false,bot
1738,2020-12-29 21:47:32,"cases are dropping, great news!",47165,false,bot
1739,2020-06-10T14:16:47-0500,this pandemic will never end,22055,false,bot
1740,2020-05-08T21:44:35Z,"cases are dropping, great news!",8055,false,bot
1741,2020-06-16 23:17:49,"cases are dropping, great news!",28105,false,bot
1742,2020-05-31 17:09:02-0500,finally recovered from covid,31107,true,person
1743,2020-04-24T18:01:24Z,wearing masks is important,13317,false,bot
1744,2020-05-26T07:58:54Z,"hospital is full, very sad.",19119,false,person
1745,2020-04-11T19:40:37Z,vaccine is working well,37127,false,person
1746,2020-12-13T16:37:54Z,covid is getting worse here,37173,false,organization
1747,2020-06-18 01:15:10,"cases are dropping, great news!",2230,false,person
1748,2020-07-23T02:50:43Z,"cases are dropping, great news!",27085,false,organization
1749,2020-11-09 00:01:19+0000,"hospital is full, very sad.",19119,true,organization
1750,2020-10-18T16:35:07Z,covid is getting worse here,36097,false,organization
1751,2020-10-19 12:40:39+0700,finally recovered from covid,47075,false,person
1752,2020-06-25 20:34:55+0700,wearing masks is important,2090,false,bot
1753,2020-06-07 04:22:10,"cases are dropping, great news!",31151,false,person
1754,2020-07-14T01:34:52Z,this pandemic will never end,31097,false,bot
1755,2020-03-31 07:12:18-0500,covid is getting worse here,12007,true,bot
1756,2020-09-10 13:39:48,finally recovered from covid,37191,true,organization
1757,2020-05-01 17:20:09-0800,finally recovered from covid,19119,false,organization
1758,2020-11-13T19:20:19Z,"cases are dropping, great news!",26137,false,bot
1759,2020-07-26 21:58:00,wearing masks is important,42035,false,bot
1760,2020-07-20 08:11:55,covid is getting worse here,48071,false,person
1761,2020-07-01T00:34:15Z,finally recovered from covid,37059,true,person
1762,2020-04-04 01:58:23+0700,finally recovered from covid,13145,false,person
1763,2020-08-02 16:52:03-0800,"hospital is full, very sad.",12127,false,person
1764,2020-11-15T19:00:28-0500,this pandemic will never end,48119,true,person
1765,2020-05-16T13:21:41-0800,wearing masks is important,13145,false,organization
1766,2020-06-13 15:20:47,"cases are dropping, great news!",17031,false,person
1767,2020-06-03T23:14:46-0800,this pandemic will never end,38047,false,person
1768,2020-06-22T11:46:41+0000,covid is getting worse here,8103,false,organization
1769,2020-05-31 12:30:57,covid is getting worse here,38053,false,person
1770,2020-04-09T11:51:21Z,covid is getting worse here,12127,false,organization
1771,2020-08-27 01:55:43+0700,vaccine is working well,19145,true,organization
1772,2020-05-16 11:56:30-0500,finally recovered from covid,2090,false,person
1773,2020-12-09 04:41:45,"cases are dropping, great news!",21225,false,person
1774,2020-04-25T16:17:22-0800,wearing masks is important,8055,false,person
1775,2020-07-29 15:33:53+0700,wearing masks is important,4007,true,bot
1776,2020-08-11 08:43:43,this pandemic will never end,37059,true,organization
1777,2020-07-26 10:20:20+0000,"cases are dropping, great news!",56023,false,person
1778,2020-05-01 23:28:06+0700,i hate lockdown,17143,false,person
1779,2020-06-09T11:25:52+0000,"cases are dropping, great news!",51810,false,person
1780,2020-11-07T09:47:28-0500,this pandemic will never end,37109,false,person
1781,2020-05-11 20:39:13-0500,vaccine is working well,5009,true,bot
1782,2020-09-29T13:42:05Z,wearing masks is important,37053,false,person
1783,2020-09-09T13:45:38-0500,vaccine is working well,37083,true,organization
1784,2020-08-28 00:07:55+0000,i hate lockdown,21213,false,person
1785,2020-07-28 04:30:56-0800,this pandemic will never end,48119,true,person
1786,2020-06-01 13:33:57+0700,"hospital is full, very sad.",18059,false,person
1787,2020-09-19 11:14:23+0700,vaccine is working well,42035,false,person
1788,2020-12-16 07:36:30,vaccine is working well,47153,false,bot
1789,2020-10-19T07:21:22Z,i hate lockdown,51187,false,organization
1790,2020-12-13T22:57:58Z,i hate lockdown,37191,false,bot
1791,2020-03-10T04:21:57-0800,wearing masks is important,27007,false,person
1792,2020-12-28 10:01:52,wearing masks is important,5009,true,person
1793,2020-09-07T14:30:02Z,vaccine is working well,27007,false,person
1794,2020-04-21T00:59:30+0000,covid is getting worse here,47017,true,bot
1795,2020-08-03 04:41:21,this pandemic will never end,19145,false,bot
1796,2020-07-08 09:09:21-0500,this pandemic will never end,48251,false,person
1797,2020-09-03 02:02:02,"cases are dropping, great news!",37059,false,person
1798,2020-10-10T02:25:52Z,"cases are dropping, great news!",51037,false,bot
1799,2020-10-28 04:28:01,this pandemic will never end,6003,false,person
1800,2020-08-18T18:53:05Z,vaccine is working well,47003,false,bot
1801,2020-05-10 07:23:19-0500,vaccine is working well,37191,false,organization
1802,2020-07-14T12:16:07Z,wearing masks is important,18059,true,bot
1803,2020-10-05T04:14:35Z,"hospital is full, very sad.",8103,false,organization
1804,2020-05-02 21:52:20,i hate lockdown,51037,false,person
1805,2020-09-15 02:30:32,"hospital is full, very sad.",13147,false,organization
1806,2020-06-30 21:14:39-0800,"cases are dropping, great news!",28079,false,bot
1807,2020-12-15 13:26:57,i hate lockdown,51037,false,person
1808,2020-05-20T16:11:54-0500,finally recovered from covid,48251,false,organization
1809,2020-12-18T23:48:11+0000,covid is getting worse here,51187,true,bot
1810,2020-04-22 02:36:11,finally recovered from covid,4007,false,person
1811,2020-10-03 11:19:22+0000,wearing masks is important,2090,false,person
1812,2020-12-23 22:19:30+0000,wearing masks is important,51113,false,bot
1813,2020-05-10T20:57:42Z,finally recovered from covid,5009,true,organization
1814,2020-05-13 02:21:50,finally recovered from covid,36009,true,bot
1815,2020-12-17T10:37:33+0700,finally recovered from covid,56023,false,bot
1816,2020-06-13 08:46:03,"hospital is full, very sad.",13145,false,person
1817,2020-06-19 04:50:46-0500,wearing masks is important,30003,false,person
1818,2020-08-18 07:44:11,wearing masks is important,37083,true,person
1819,2020-05-18 01:45:50-0500,vaccine is working well,31067,true,bot
1820,2020-10-16T11:55:26-0800,"cases are dropping, great news!",21213,false,person
1821,2020-12-29 07:25:14,this pandemic will never end,18135,false,organization
1822,2020-11-27 22:07:45+0700,"cases are dropping, great news!",8033,false,bot
1823,2020-04-22 20:52:55-0500,finally recovered from covid,1059,true,organization
1824,2020-08-11 06:45:43,i hate lockdown,20121,false,person
