countyFIPS,County Name,State,StateFIPS,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31
55121,County 55121,State,55,441,481,481,496,496,496,496,496,496,496,506,506,506,506,506,508,508,508,557,557,557,557,557,565,565,592,592,592,592,592,592,592,599,599,599,599,599,599,623,624,624,624,660,660,660,669,697,697,697,697,697,697,697,697,718,718,757,757,774,805,820,852,852,852,852,852,852,852,857,857,857,901,901,901,901,901,901,927,939,939,949,998,998,998,998,998,998,998,1024,1024,1024,1035,1050,1050,1050,1088,1088,1088,1088,1088,1088,1088,1090,1090,1090,1090,1090,1128,1134,1134,1134,1184,1233,1270,1290,1290,1334,1334,1334,1334,1359,1363,1381,1381,1381,1405,1405,1405,1405,1405,1405,1405,1455,1455,1455,1455,1455,1455,1462,1462,1493,1493,1503,1503,1547,1547,1547,1547,1558,1572,1572,1572,1572,1572,1609,1609,1609,1609,1616,1616,1616,1616,1661,1661,1661,1661,1677,1677,1677,1677,1677,1677,1677,1710,1710,1710,1710,1732,1732,1732,1738,1738,1738,1778,1778,1778,1778,1778,1778,1797,1797,1797,1833,1864,1864,1898,1927,1927,1968,1968,1981,1981,1981,1981,1981,1981,2016,2016,2016,2050,2050,2050,2097,2105,2105,2105,2130,2130,2130,2130,2130,2130,2161,2161,2162,2184,2184,2184,2184,2185,2185,2185,2185,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2205,2205,2214,2214,2247,2290,2290,2297,2297,2297,2297,2297,2297,2299,2299,2299,2299,2299,2299,2299,2299,2299,2299,2299,2299,2325,2339,2367,2385,2385,2385,2404,2404,2444,2444,2491,2491,2518,2554,2554,2554,2571,2571,2581,2581,2581,2600,2600,2603,2603,2605,2608,2646,2646,2646,2663,2663,2696,2696,2696,2696,2696,2715
16073,County 16073,State,16,113,113,130,130,130,130,130,130,147,186,186,186,186,186,186,186,186,186,193,220,220,228,242,242,242,242,242,242,242,242,242,242,244,244,244,244,244,244,244,244,244,244,244,244,259,259,259,259,259,259,259,259,307,307,307,307,307,307,307,347,347,347,393,393,393,393,393,438,438,438,438,465,465,497,497,497,497,497,497,497,497,508,508,508,508,508,508,549,549,549,572,572,613,618,618,621,651,651,651,651,677,688,688,688,688,722,763,763,763,763,763,763,763,763,763,798,798,798,798,808,808,808,808,808,808,808,808,842,842,842,842,888,888,888,888,888,903,903,911,939,944,944,944,982,982,982,1022,1022,1022,1022,1029,1029,1029,1029,1029,1029,1029,1029,1065,1065,1065,1087,1087,1087,1087,1108,1108,1146,1146,1150,1189,1189,1189,1189,1211,1211,1227,1275,1275,1303,1303,1331,1352,1384,1414,1442,1442,1442,1458,1458,1458,1458,1458,1458,1458,1458,1508,1508,1509,1547,1547,1547,1547,1547,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1568,1568,1578,1578,1578,1578,1578,1578,1585,1630,1630,1630,1630,1630,1630,1671,1671,1671,1715,1715,1715,1722,1722,1728,1728,1728,1728,1735,1735,1735,1776,1776,1776,1776,1776,1776,1792,1810,1810,1837,1837,1837,1847,1849,1849,1849,1849,1849,1849,1849,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1888,1888,1896,1896,1896,1896,1896,1896,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1958,1958,1958,1958,1958,1958,1983,2013,2013,2037,2037,2037
40061,County 40061,State,40,328,328,328,328,328,330,330,330,330,338,338,338,338,338,347,359,383,383,383,395,395,408,408,408,430,430,430,430,439,449,449,449,470,470,506,506,507,507,507,507,507,507,507,507,507,507,510,559,559,559,573,573,573,573,573,573,573,601,601,601,601,617,617,666,666,676,676,676,676,676,676,676,676,676,710,710,755,755,794,795,795,795,795,795,795,795,795,795,795,795,822,822,822,822,822,855,855,855,855,855,898,898,917,917,917,917,917,917,917,917,930,930,930,930,932,932,932,932,932,932,932,932,972,972,972,972,1015,1046,1046,1061,1073,1073,1073,1073,1073,1118,1118,1118,1153,1153,1153,1153,1153,1161,1161,1184,1212,1212,1212,1212,1212,1212,1212,1212,1212,1244,1244,1267,1267,1267,1267,1298,1298,1298,1298,1298,1298,1298,1298,1336,1336,1377,1377,1401,1401,1401,1401,1444,1444,1444,1472,1472,1472,1508,1508,1532,1559,1580,1580,1580,1580,1580,1580,1580,1580,1601,1632,1632,1653,1653,1653,1658,1658,1658,1677,1677,1677,1677,1684,1700,1700,1700,1718,1718,1718,1718,1718,1750,1766,1766,1766,1766,1766,1813,1813,1846,1856,1856,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1896,1922,1922,1922,1946,1946,1946,1946,1969,1969,1969,1969,1985,2023,2033,2080,2089,2089,2089,2089,2089,2089,2089,2089,2089,2132,2132,2132,2144,2179,2179,2179,2179,2179,2179,2179,2179,2216,2216,2216,2261,2261,2285,2295,2295,2302,2302,2302,2302,2313,2324,2324,2324,2349,2349,2349,2382,2382,2382,2400,2400,2400,2400,2400,2400,2400,2400,2400
47115,County 47115,State,47,290,339,383,383,383,383,425,461,461,461,511,511,545,545,545,545,545,545,545,545,545,570,570,570,589,589,589,589,589,597,597,597,598,617,629,640,640,640,640,677,687,687,687,694,694,694,706,706,750,750,750,763,763,763,763,763,763,785,785,785,785,821,821,821,821,821,821,821,821,871,871,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,923,923,923,923,923,923,923,964,964,964,964,964,964,964,985,985,985,986,986,999,1036,1036,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1109,1157,1157,1178,1178,1178,1178,1211,1211,1211,1211,1211,1239,1271,1282,1282,1282,1282,1282,1282,1306,1306,1306,1356,1376,1376,1376,1395,1395,1395,1395,1434,1434,1434,1456,1456,1456,1456,1461,1461,1461,1461,1461,1483,1483,1483,1483,1498,1543,1543,1543,1558,1558,1558,1558,1590,1615,1615,1615,1615,1615,1615,1615,1615,1663,1680,1680,1680,1720,1720,1720,1720,1720,1720,1720,1758,1758,1768,1793,1793,1794,1794,1794,1794,1794,1794,1794,1794,1794,1803,1803,1825,1843,1843,1886,1917,1917,1917,1917,1921,1921,1938,1938,1938,1944,1944,1967,1995,1995,1995,1995,2001,2001,2001,2001,2003,2003,2003,2012,2012,2012,2012,2012,2012,2042,2042,2042,2042,2042,2042,2042,2042,2042,2074,2104,2104,2104,2104,2119,2119,2145,2145,2145,2186,2186,2186,2198,2198,2198,2212,2231,2260,2260,2260,2260,2260,2260,2309,2309,2328,2328,2361,2392,2406,2423,2423,2423,2423,2423,2423,2423,2423,2456,2476,2476,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2522,2571
32015,County 32015,State,32,147,147,155,155,155,197,197,203,203,203,242,275,275,275,275,275,275,275,304,304,304,304,304,304,304,304,304,304,305,305,305,305,305,305,305,331,377,377,377,377,413,413,413,413,413,413,413,413,413,447,447,447,447,464,503,503,503,503,503,517,517,517,517,517,531,531,531,531,531,531,553,557,607,607,622,622,622,659,659,659,659,666,670,670,701,701,701,701,701,701,741,741,790,790,802,802,802,832,832,832,832,832,864,864,864,896,896,896,896,896,896,896,896,896,896,896,896,943,987,987,987,1003,1003,1051,1051,1051,1051,1051,1096,1126,1158,1198,1239,1239,1239,1239,1239,1239,1239,1277,1277,1277,1277,1316,1316,1316,1316,1316,1350,1362,1362,1385,1385,1385,1385,1385,1385,1385,1385,1386,1397,1397,1424,1424,1453,1453,1453,1453,1453,1479,1479,1479,1492,1492,1519,1519,1519,1519,1519,1519,1519,1519,1523,1523,1523,1523,1523,1536,1536,1536,1536,1546,1546,1546,1595,1644,1644,1644,1651,1651,1657,1657,1657,1657,1693,1693,1693,1693,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1741,1765,1765,1765,1798,1798,1798,1842,1842,1863,1863,1863,1863,1870,1870,1870,1870,1870,1919,1936,1936,1962,1962,1962,1965,1965,1965,1965,1965,1983,1983,1983,1983,1983,1983,1983,1983,1983,2000,2000,2040,2053,2053,2053,2053,2053,2053,2058,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2064,2064,2064,2064,2064,2083,2083,2127,2127,2127,2127,2127,2127,2162,2211,2211,2211,2248,2248,2248,2248,2248,2248,2298,2308,2308,2322,2368,2368,2372
13167,County 13167,State,13,942,942,942,975,975,977,1000,1000,1000,1000,1020,1020,1031,1064,1064,1107,1141,1164,1164,1164,1164,1178,1178,1208,1252,1292,1292,1292,1292,1292,1292,1305,1305,1332,1349,1372,1372,1411,1411,1411,1411,1422,1422,1450,1450,1450,1488,1488,1525,1525,1525,1573,1573,1592,1592,1604,1609,1615,1615,1633,1633,1675,1675,1675,1675,1675,1675,1716,1716,1729,1729,1729,1729,1729,1753,1753,1761,1775,1775,1775,1790,1790,1791,1791,1791,1791,1817,1817,1817,1817,1817,1817,1817,1818,1818,1818,1818,1836,1853,1853,1853,1853,1853,1879,1879,1879,1900,1900,1900,1900,1900,1915,1960,1997,1997,2033,2064,2064,2064,2064,2064,2103,2103,2103,2103,2103,2113,2113,2113,2148,2148,2148,2148,2148,2148,2148,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2214,2214,2244,2244,2244,2249,2281,2281,2281,2281,2281,2294,2294,2294,2294,2294,2294,2294,2321,2360,2395,2425,2425,2453,2457,2457,2457,2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,2511,2511,2511,2511,2511,2511,2530,2530,2530,2530,2530,2546,2555,2559,2559,2559,2569,2569,2583,2632,2676,2688,2688,2688,2696,2696,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2753,2753,2753,2753,2774,2774,2795,2795,2795,2795,2795,2834,2856,2856,2904,2904,2904,2904,2934,2950,2950,2950,2998,2998,3026,3026,3026,3026,3040,3040,3040,3040,3040,3040,3040,3040,3081,3081,3081,3081,3081,3081,3083,3083,3083,3083,3083,3083,3085,3085,3085,3085,3085,3085,3085,3117,3117,3117,3117,3117,3136,3136,3136,3136,3136,3136,3136,3136,3170,3170,3174,3174,3174,3215,3215,3215,3215,3215,3235,3235,3235,3235
8099,County 08099,State,8,878,878,878,878,878,878,912,912,912,912,912,914,914,914,914,958,958,958,1007,1016,1042,1042,1042,1042,1042,1042,1042,1042,1077,1078,1078,1078,1078,1089,1089,1089,1089,1089,1089,1089,1135,1135,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1175,1203,1203,1203,1203,1203,1203,1203,1203,1203,1227,1272,1282,1282,1282,1282,1326,1336,1336,1336,1336,1336,1379,1379,1429,1429,1429,1464,1492,1502,1502,1502,1502,1502,1502,1525,1525,1525,1525,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1591,1591,1591,1606,1606,1606,1624,1624,1624,1624,1658,1658,1658,1658,1658,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1726,1769,1778,1778,1778,1805,1805,1806,1806,1855,1855,1855,1855,1855,1894,1894,1894,1894,1894,1907,1907,1907,1930,1930,1966,1966,2005,2012,2012,2012,2012,2012,2024,2024,2055,2088,2088,2124,2124,2144,2144,2144,2144,2144,2144,2144,2177,2177,2177,2177,2212,2212,2212,2212,2212,2212,2249,2249,2249,2293,2293,2293,2342,2367,2367,2385,2385,2385,2385,2385,2385,2430,2455,2455,2473,2489,2489,2489,2489,2489,2489,2489,2510,2510,2510,2510,2546,2546,2559,2559,2559,2559,2603,2603,2616,2616,2616,2616,2640,2644,2644,2644,2644,2651,2651,2651,2651,2651,2651,2651,2657,2657,2704,2704,2704,2718,2718,2755,2765,2789,2789,2789,2789,2789,2834,2834,2834,2853,2853,2899,2899,2899,2899,2899,2940,2940,2981,2981,3030,3055,3055,3066,3066,3115,3115,3115,3115,3115,3117,3117,3117,3128,3128,3166,3212,3212,3222,3222,3222,3222,3222,3222,3233,3233,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3296
51181,County 51181,State,51,385,395,440,440,440,440,440,463,463,463,480,508,508,508,508,508,508,536,536,536,538,551,581,581,581,581,581,626,645,676,713,713,713,750,750,750,780,780,780,780,780,782,787,787,787,787,793,804,804,804,822,822,822,822,822,822,869,869,910,910,941,941,970,1019,1019,1028,1047,1097,1145,1145,1191,1191,1191,1191,1198,1198,1198,1238,1268,1268,1268,1268,1268,1268,1268,1304,1343,1343,1343,1356,1356,1388,1388,1397,1397,1446,1446,1475,1516,1516,1560,1560,1560,1560,1565,1565,1565,1565,1565,1565,1565,1569,1581,1590,1590,1590,1590,1590,1607,1607,1607,1607,1607,1653,1653,1653,1661,1661,1661,1661,1661,1661,1661,1670,1678,1678,1678,1678,1714,1714,1714,1742,1742,1742,1742,1742,1784,1827,1827,1827,1838,1872,1872,1872,1872,1913,1913,1913,1927,1927,1927,1927,1927,1927,1939,1939,1939,1976,1976,2020,2020,2020,2020,2020,2041,2048,2077,2125,2125,2125,2125,2125,2125,2125,2125,2145,2192,2235,2235,2235,2267,2267,2267,2267,2270,2270,2270,2283,2290,2290,2290,2334,2344,2355,2355,2398,2398,2398,2433,2433,2436,2436,2464,2464,2481,2481,2481,2481,2517,2517,2517,2517,2517,2558,2578,2578,2578,2578,2578,2578,2579,2579,2579,2579,2605,2605,2605,2620,2620,2633,2635,2635,2635,2642,2642,2642,2642,2642,2642,2642,2644,2644,2693,2716,2716,2716,2740,2740,2780,2780,2827,2827,2827,2827,2827,2830,2830,2848,2893,2894,2932,2932,2932,2973,2973,2973,3016,3016,3016,3031,3031,3031,3031,3031,3043,3043,3043,3043,3046,3090,3090,3090,3113,3113,3134,3134,3139,3139,3139,3139,3139,3153,3153,3154,3154,3199
22051,County 22051,State,22,248,248,248,248,248,267,267,267,294,294,318,324,345,345,345,376,376,376,376,376,376,411,411,411,453,463,463,507,507,507,507,507,507,507,507,507,507,507,552,596,596,613,648,672,672,672,672,672,672,693,693,693,693,693,693,693,693,693,715,715,715,741,741,784,784,784,784,787,787,787,787,787,826,826,826,826,826,848,852,852,852,852,891,891,891,891,891,891,891,891,891,891,891,891,918,918,943,943,943,943,962,962,987,993,993,993,993,993,993,1011,1011,1011,1011,1031,1031,1062,1062,1062,1062,1062,1062,1065,1069,1074,1089,1089,1089,1089,1089,1089,1089,1092,1092,1092,1092,1092,1092,1092,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1168,1168,1168,1168,1168,1168,1196,1196,1196,1196,1196,1234,1234,1234,1234,1249,1249,1249,1279,1279,1279,1279,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1294,1294,1294,1294,1294,1336,1336,1336,1336,1336,1348,1348,1348,1348,1348,1348,1359,1359,1399,1399,1399,1399,1406,1418,1418,1430,1460,1460,1472,1472,1487,1487,1532,1532,1564,1577,1577,1589,1589,1639,1639,1639,1645,1645,1689,1689,1718,1718,1718,1718,1750,1783,1783,1804,1804,1813,1817,1817,1854,1854,1890,1890,1890,1890,1924,1924,1968,2012,2012,2033,2033,2033,2069,2069,2075,2075,2093,2093,2093,2093,2093,2093,2093,2093,2093,2118,2161,2161,2161,2209,2245,2245,2245,2261,2261,2261,2261,2261,2261,2261,2261,2294,2294,2294,2294,2294,2298,2298,2298,2298,2298,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325
55067,County 55067,State,55,455,463,463,463,463,463,463,507,507,554,554,556,556,556,556,556,556,556,556,556,556,561,611,611,631,631,631,667,667,667,667,667,668,681,681,688,688,688,694,704,733,761,761,761,761,768,777,777,777,791,841,841,841,841,841,863,881,881,881,881,881,920,920,956,984,984,984,1006,1006,1006,1029,1029,1029,1036,1036,1036,1036,1042,1042,1042,1042,1069,1069,1069,1069,1103,1103,1103,1103,1103,1103,1108,1143,1143,1143,1143,1143,1143,1143,1184,1184,1184,1184,1187,1220,1252,1269,1269,1313,1313,1313,1322,1322,1322,1322,1332,1332,1332,1332,1349,1352,1352,1358,1358,1358,1358,1358,1358,1358,1358,1408,1408,1417,1461,1477,1482,1482,1482,1482,1482,1482,1482,1482,1513,1513,1546,1546,1546,1546,1546,1546,1546,1546,1552,1552,1552,1579,1594,1614,1614,1614,1614,1614,1652,1652,1683,1683,1683,1699,1699,1744,1744,1744,1744,1744,1773,1773,1773,1773,1773,1773,1773,1807,1807,1807,1807,1856,1856,1856,1856,1856,1856,1856,1856,1868,1868,1868,1868,1868,1868,1909,1909,1909,1915,1915,1915,1915,1915,1946,1946,1946,1946,1975,1975,1975,1975,1977,1977,2004,2004,2004,2004,2033,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2085,2125,2125,2125,2125,2133,2133,2133,2133,2133,2149,2185,2185,2185,2214,2214,2214,2214,2223,2223,2223,2223,2268,2292,2292,2292,2309,2309,2309,2309,2309,2326,2354,2354,2384,2384,2384,2384,2384,2403,2424,2424,2424,2424,2424,2424,2467,2467,2467,2515,2515,2515,2515,2515,2535,2575,2575,2575
35005,County 35005,State,35,759,759,759,799,799,799,821,821,860,888,888,888,888,888,888,888,888,888,921,921,921,921,921,963,963,963,963,963,963,1009,1009,1036,1085,1128,1128,1132,1132,1132,1132,1132,1159,1159,1199,1199,1199,1199,1199,1199,1246,1246,1256,1256,1256,1256,1288,1294,1316,1357,1357,1357,1403,1403,1443,1443,1443,1443,1443,1443,1443,1491,1491,1491,1491,1491,1491,1502,1548,1548,1548,1548,1548,1548,1555,1555,1572,1572,1572,1572,1572,1572,1572,1572,1572,1609,1609,1609,1616,1640,1640,1640,1640,1640,1640,1664,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1750,1750,1750,1778,1824,1844,1844,1844,1855,1883,1883,1883,1907,1907,1907,1909,1943,1986,2028,2028,2028,2028,2028,2053,2053,2053,2053,2063,2082,2082,2082,2082,2116,2165,2215,2215,2215,2215,2215,2215,2215,2248,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2276,2276,2302,2302,2302,2302,2307,2307,2341,2341,2341,2341,2370,2394,2394,2394,2394,2394,2394,2394,2394,2394,2422,2422,2422,2438,2466,2466,2505,2549,2549,2549,2586,2595,2595,2625,2625,2625,2625,2625,2637,2637,2683,2683,2683,2683,2708,2744,2744,2785,2785,2785,2785,2828,2869,2869,2869,2870,2870,2873,2873,2873,2891,2891,2891,2891,2891,2891,2891,2924,2925,2946,2946,2946,2946,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2988,3034,3034,3065,3065,3065,3065,3077,3103,3124,3124,3124,3124,3131,3168,3216,3263,3299,3299,3311,3311,3311,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3373,3373,3373,3373,3373,3388,3399,3442,3442
26001,County 26001,State,26,705,705,728,748,781,786,786,786,786,786,786,786,786,798,798,798,798,798,798,798,798,799,835,835,835,851,881,881,881,881,881,919,919,919,919,919,919,930,930,930,930,930,967,974,974,974,974,974,1020,1061,1072,1072,1072,1072,1072,1072,1072,1072,1109,1136,1167,1167,1204,1204,1211,1211,1211,1211,1211,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1305,1307,1307,1307,1307,1307,1335,1335,1335,1377,1409,1409,1451,1451,1460,1460,1460,1460,1505,1505,1505,1505,1505,1505,1517,1542,1542,1542,1591,1591,1591,1591,1611,1611,1637,1637,1637,1637,1637,1637,1646,1646,1646,1646,1646,1646,1646,1646,1646,1649,1649,1649,1649,1649,1649,1649,1649,1659,1659,1659,1666,1666,1666,1666,1675,1704,1704,1704,1729,1729,1729,1729,1729,1729,1747,1766,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,1841,1841,1841,1841,1883,1883,1902,1913,1913,1963,1963,1963,1963,1963,1963,1988,1988,1997,1997,1997,1997,1997,2039,2039,2039,2039,2039,2089,2089,2089,2089,2097,2119,2119,2119,2145,2154,2197,2197,2197,2206,2206,2206,2206,2206,2206,2206,2243,2275,2296,2296,2319,2319,2319,2319,2319,2319,2319,2336,2336,2380,2380,2380,2380,2380,2380,2380,2393,2393,2393,2393,2393,2393,2393,2393,2393,2393,2410,2419,2439,2439,2439,2439,2439,2439,2439,2439,2464,2464,2464,2464,2464,2464,2464,2491,2491,2491,2491,2520,2520,2520,2520,2552,2552,2595,2595,2595,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2639,2689,2689,2689,2738,2738,2738,2738,2738,2738,2769,2769,2794,2794,2826,2870,2870
36035,County 36035,State,36,523,523,523,523,549,549,549,549,549,558,558,558,565,565,565,591,633,633,633,633,658,692,733,740,740,740,769,769,806,806,806,806,806,806,806,806,806,806,806,806,806,814,814,814,858,858,858,880,880,880,923,941,980,980,980,980,984,984,984,984,984,984,1008,1008,1008,1024,1064,1111,1111,1111,1115,1115,1163,1163,1163,1163,1163,1163,1163,1185,1233,1236,1236,1236,1236,1236,1236,1236,1236,1258,1258,1258,1258,1258,1258,1258,1258,1258,1289,1329,1329,1344,1344,1344,1344,1344,1344,1344,1344,1344,1374,1374,1374,1424,1440,1440,1440,1445,1445,1445,1462,1508,1508,1530,1530,1530,1575,1575,1575,1575,1575,1575,1575,1614,1614,1633,1635,1635,1635,1635,1635,1635,1635,1635,1675,1675,1675,1693,1705,1705,1705,1705,1705,1705,1705,1705,1734,1734,1734,1734,1779,1779,1779,1812,1850,1850,1850,1850,1897,1945,1945,1945,1945,1988,2018,2018,2018,2040,2048,2050,2050,2050,2050,2050,2050,2085,2085,2085,2099,2099,2115,2152,2152,2152,2155,2155,2155,2155,2155,2168,2168,2216,2216,2216,2251,2251,2251,2251,2251,2275,2296,2296,2296,2296,2296,2308,2332,2332,2332,2332,2373,2373,2373,2373,2373,2373,2373,2373,2373,2377,2427,2427,2427,2447,2448,2448,2448,2448,2448,2469,2469,2516,2526,2526,2535,2584,2625,2625,2625,2659,2659,2659,2659,2659,2681,2681,2681,2681,2681,2681,2700,2700,2700,2700,2700,2700,2715,2734,2734,2734,2777,2791,2791,2791,2827,2827,2827,2827,2830,2868,2890,2890,2890,2918,2920,2920,2920,2920,2920,2960,2960,2960,2968,3012,3012,3046,3075,3075,3112,3112,3112,3112,3147,3147,3147,3147
