tweet_id,created_at,text,county_fips,is_retweet,user_type,date,sentiment_score
1646,2020-04-13 10:24:06+00:00,wearing masks is important,48001,False,person,2020-04-13,0.2023
1647,2020-10-27 08:25:33+00:00,vaccine is working well,22051,False,person,2020-10-27,0.2732
1648,2020-05-09 15:04:17+00:00,i hate lockdown,29139,False,person,2020-05-09,-0.5719
1649,2020-05-16 22:56:11+00:00,vaccine is working well,05007,False,person,2020-05-16,0.2732
1652,2020-12-24 03:03:20+00:00,"hospital is full, very sad.",40023,False,person,2020-12-24,-0.5256
1653,2020-05-04 07:41:46+00:00,wearing masks is important,20049,False,person,2020-05-04,0.2023
1654,2020-09-21 12:41:57+00:00,"hospital is full, very sad.",51183,False,person,2020-09-21,-0.5256
1657,2020-06-08 03:21:31+00:00,covid is getting worse here,48001,False,person,2020-06-08,-0.4767
1658,2020-11-08 14:39:21+00:00,finally recovered from covid,29165,False,person,2020-11-08,0.0
1659,2020-10-11 20:46:20+00:00,i hate lockdown,21183,False,person,2020-10-11,-0.5719
1664,2020-05-07 06:40:00+00:00,wearing masks is important,41065,False,person,2020-05-07,0.2023
1665,2020-04-15 16:37:48+00:00,this pandemic will never end,48187,False,person,2020-04-15,0.0
1666,2020-10-09 10:39:58+00:00,"hospital is full, very sad.",48347,False,person,2020-10-09,-0.5256
1670,2020-08-09 22:13:48+00:00,i hate lockdown,55139,False,person,2020-08-09,-0.5719
1675,2020-10-08 08:37:45+00:00,covid is getting worse here,47149,False,person,2020-10-08,-0.4767
1677,2020-05-01 07:34:11+00:00,vaccine is working well,56019,False,person,2020-05-01,0.2732
1678,2020-12-23 09:36:11+00:00,finally recovered from covid,17093,False,person,2020-12-23,0.0
1679,2020-03-12 00:36:57+00:00,covid is getting worse here,45057,False,person,2020-03-12,-0.4767
1680,2020-12-11 20:17:11+00:00,covid is getting worse here,56033,False,person,2020-12-11,-0.4767
1681,2020-12-03 17:30:11+00:00,finally recovered from covid,56019,False,person,2020-12-03,0.0
1684,2020-11-13 07:12:34+00:00,vaccine is working well,56019,False,person,2020-11-13,0.2732
1686,2020-05-15 07:02:24+00:00,vaccine is working well,02070,False,person,2020-05-15,0.2732
1688,2020-11-08 07:27:44+00:00,wearing masks is important,20049,False,person,2020-11-08,0.2023
1690,2020-07-24 17:51:08+00:00,wearing masks is important,42085,False,person,2020-07-24,0.2023
1693,2020-09-07 04:18:26+00:00,"hospital is full, very sad.",30105,False,person,2020-09-07,-0.5256
1697,2020-04-07 11:02:52+00:00,this pandemic will never end,06097,False,person,2020-04-07,0.0
1700,2020-09-11 07:27:00+00:00,"hospital is full, very sad.",31171,False,person,2020-09-11,-0.5256
1702,2020-03-22 08:26:32+00:00,wearing masks is important,48001,False,person,2020-03-22,0.2023
1703,2020-06-14 20:44:43+00:00,"cases are dropping, great news!",17093,False,person,2020-06-14,0.6588
1707,2020-10-13 14:50:40+00:00,finally recovered from covid,13167,False,person,2020-10-13,0.0
1713,2020-06-22 22:34:14+00:00,finally recovered from covid,38009,False,person,2020-06-22,0.0
1715,2020-03-22 02:06:52+00:00,this pandemic will never end,13003,False,person,2020-03-22,0.0
1718,2020-11-01 08:41:24+00:00,covid is getting worse here,29139,False,person,2020-11-01,-0.4767
1726,2020-07-22 03:03:40+00:00,vaccine is working well,37059,False,person,2020-07-22,0.2732
1731,2020-05-17 18:00:14+00:00,covid is getting worse here,29165,False,person,2020-05-17,-0.4767
1735,2020-11-04 01:17:46+00:00,"cases are dropping, great news!",29121,False,person,2020-11-04,0.6588
1737,2020-04-10 13:15:28+00:00,i hate lockdown,72051,False,person,2020-04-10,-0.5719
1739,2020-06-04 05:38:46+00:00,"hospital is full, very sad.",42015,False,person,2020-06-04,-0.5256
1741,2020-04-01 20:32:30+00:00,i hate lockdown,50015,False,person,2020-04-01,-0.5719
1743,2020-11-06 00:41:09+00:00,finally recovered from covid,56019,False,person,2020-11-06,0.0
1751,2020-10-11 00:01:15+00:00,this pandemic will never end,51830,False,person,2020-10-11,0.0
1753,2020-05-06 11:35:49+00:00,finally recovered from covid,22051,False,person,2020-05-06,0.0
1755,2020-10-23 16:16:09+00:00,finally recovered from covid,31047,False,person,2020-10-23,0.0
1758,2020-09-10 01:29:32+00:00,vaccine is working well,51167,False,person,2020-09-10,0.2732
1759,2020-05-17 20:07:18+00:00,covid is getting worse here,01049,False,person,2020-05-17,-0.4767
1760,2020-05-13 13:04:10+00:00,"hospital is full, very sad.",08019,False,person,2020-05-13,-0.5256
1763,2020-10-27 03:14:53+00:00,"hospital is full, very sad.",47149,False,person,2020-10-27,-0.5256
1765,2020-11-27 12:32:20+00:00,"hospital is full, very sad.",55121,False,person,2020-11-27,-0.5256
1766,2020-08-15 00:59:45+00:00,covid is getting worse here,55121,False,person,2020-08-15,-0.4767
1768,2020-07-07 16:45:50+00:00,"cases are dropping, great news!",22051,False,person,2020-07-07,0.6588
1769,2020-06-18 09:12:39+00:00,wearing masks is important,31171,False,person,2020-06-18,0.2023
1770,2020-06-07 19:32:54+00:00,i hate lockdown,31171,False,person,2020-06-07,-0.5719
1773,2020-12-26 01:39:32+00:00,i hate lockdown,08019,False,person,2020-12-26,-0.5719
1774,2020-06-03 06:12:45+00:00,wearing masks is important,26001,False,person,2020-06-03,0.2023
1775,2020-10-18 06:01:42+00:00,finally recovered from covid,29115,False,person,2020-10-18,0.0
1777,2020-03-12 14:38:35+00:00,vaccine is working well,45045,False,person,2020-03-12,0.2732
1780,2020-03-02 20:23:28+00:00,vaccine is working well,53045,False,person,2020-03-02,0.2732
1781,2020-12-12 09:16:09+00:00,this pandemic will never end,02070,False,person,2020-12-12,0.0
1782,2020-09-18 04:09:44+00:00,covid is getting worse here,38081,False,person,2020-09-18,-0.4767
1783,2020-04-21 10:03:28+00:00,this pandemic will never end,40023,False,person,2020-04-21,0.0
1786,2020-11-01 21:42:23+00:00,wearing masks is important,50015,False,person,2020-11-01,0.2023
1794,2020-04-14 02:22:08+00:00,"cases are dropping, great news!",38081,False,person,2020-04-14,0.6588
1795,2020-07-17 16:25:42+00:00,finally recovered from covid,72051,False,person,2020-07-17,0.0
1796,2020-07-17 20:35:39+00:00,covid is getting worse here,32001,False,person,2020-07-17,-0.4767
1805,2020-10-19 17:08:45+00:00,"hospital is full, very sad.",47115,False,person,2020-10-19,-0.5256
1808,2020-03-28 06:40:33+00:00,covid is getting worse here,20117,False,person,2020-03-28,-0.4767
1811,2020-06-27 22:20:08+00:00,this pandemic will never end,47149,False,person,2020-06-27,0.0
1812,2020-05-31 13:46:41+00:00,"hospital is full, very sad.",48001,False,person,2020-05-31,-0.5256
1814,2020-10-21 22:24:03+00:00,covid is getting worse here,32015,False,person,2020-10-21,-0.4767
1815,2020-03-19 18:51:27+00:00,finally recovered from covid,30105,False,person,2020-03-19,0.0
1818,2020-09-18 08:37:26+00:00,this pandemic will never end,17101,False,person,2020-09-18,0.0
1819,2020-04-01 01:31:51+00:00,covid is getting worse here,40061,False,person,2020-04-01,-0.4767
1820,2020-11-03 13:42:23+00:00,covid is getting worse here,28051,False,person,2020-11-03,-0.4767
1822,2020-05-28 01:54:23+00:00,covid is getting worse here,38009,False,person,2020-05-28,-0.4767
1823,2020-07-03 06:40:13+00:00,wearing masks is important,56033,False,person,2020-07-03,0.2023
1824,2020-09-19 13:12:31+00:00,finally recovered from covid,39127,False,person,2020-09-19,0.0
1834,2020-12-08 14:50:56+00:00,wearing masks is important,38009,False,person,2020-12-08,0.2023
1835,2020-10-15 17:08:59+00:00,i hate lockdown,34029,False,person,2020-10-15,-0.5719
1839,2020-12-19 11:27:10+00:00,wearing masks is important,29121,False,person,2020-12-19,0.2023
1840,2020-10-24 23:47:54+00:00,finally recovered from covid,04003,False,person,2020-10-24,0.0
1841,2020-12-23 14:25:53+00:00,vaccine is working well,13003,False,person,2020-12-23,0.2732
1842,2020-11-18 04:07:23+00:00,finally recovered from covid,20147,False,person,2020-11-18,0.0
1843,2020-11-07 03:06:45+00:00,covid is getting worse here,29139,False,person,2020-11-07,-0.4767
1845,2020-07-20 15:11:41+00:00,"hospital is full, very sad.",17109,False,person,2020-07-20,-0.5256
1847,2020-09-24 23:41:27+00:00,finally recovered from covid,27093,False,person,2020-09-24,0.0
1850,2020-09-25 02:36:00+00:00,this pandemic will never end,08099,False,person,2020-09-25,0.0
1855,2020-07-18 05:13:17+00:00,"hospital is full, very sad.",02070,False,person,2020-07-18,-0.5256
1856,2020-11-06 00:42:29+00:00,"cases are dropping, great news!",01049,False,person,2020-11-06,0.6588
1857,2020-03-08 21:02:08+00:00,"cases are dropping, great news!",29139,False,person,2020-03-08,0.6588
1861,2020-05-03 13:01:26+00:00,i hate lockdown,42085,False,person,2020-05-03,-0.5719
1865,2020-07-26 03:54:55+00:00,"hospital is full, very sad.",39111,False,person,2020-07-26,-0.5256
1870,2020-05-06 14:49:02+00:00,i hate lockdown,51161,False,person,2020-05-06,-0.5719
1871,2020-11-17 12:15:59+00:00,"cases are dropping, great news!",22051,False,person,2020-11-17,0.6588
1872,2020-06-02 22:54:26+00:00,"cases are dropping, great news!",01093,False,person,2020-06-02,0.6588
1875,2020-09-16 23:47:22+00:00,"cases are dropping, great news!",51181,False,person,2020-09-16,0.6588
1884,2020-11-27 11:03:50+00:00,i hate lockdown,29165,False,person,2020-11-27,-0.5719
1886,2020-08-29 19:45:33+00:00,wearing masks is important,08099,False,person,2020-08-29,0.2023
1888,2020-05-27 16:34:27+00:00,wearing masks is important,22089,False,person,2020-05-27,0.2023
1897,2020-11-13 02:00:33+00:00,vaccine is working well,46091,False,person,2020-11-13,0.2732
1899,2020-05-18 05:51:35+00:00,"cases are dropping, great news!",31171,False,person,2020-05-18,0.6588
1904,2020-10-31 19:06:50+00:00,finally recovered from covid,19183,False,person,2020-10-31,0.0
1905,2020-08-12 19:11:30+00:00,"hospital is full, very sad.",01121,False,person,2020-08-12,-0.5256
1908,2020-08-19 14:28:41+00:00,"cases are dropping, great news!",36035,False,person,2020-08-19,0.6588
1911,2020-07-28 22:22:15+00:00,finally recovered from covid,20117,False,person,2020-07-28,0.0
1915,2020-04-18 06:22:03+00:00,covid is getting worse here,45045,False,person,2020-04-18,-0.4767
1922,2020-10-17 01:51:15+00:00,i hate lockdown,20049,False,person,2020-10-17,-0.5719
1924,2020-12-07 11:08:44+00:00,covid is getting worse here,34029,False,person,2020-12-07,-0.4767
1928,2020-11-06 20:47:59+00:00,"cases are dropping, great news!",38099,False,person,2020-11-06,0.6588
1930,2020-06-20 17:03:49+00:00,"hospital is full, very sad.",51830,False,person,2020-06-20,-0.5256
1931,2020-07-14 20:26:12+00:00,covid is getting worse here,53015,False,person,2020-07-14,-0.4767
1932,2020-12-20 13:22:37+00:00,wearing masks is important,48347,False,person,2020-12-20,0.2023
1933,2020-10-17 06:17:26+00:00,finally recovered from covid,29115,False,person,2020-10-17,0.0
1934,2020-05-22 20:00:16+00:00,wearing masks is important,42015,False,person,2020-05-22,0.2023
1939,2020-12-18 20:56:28+00:00,i hate lockdown,19189,False,person,2020-12-18,-0.5719
1942,2020-08-31 13:01:37+00:00,finally recovered from covid,47017,False,person,2020-08-31,0.0
1943,2020-10-10 05:14:34+00:00,this pandemic will never end,01019,False,person,2020-10-10,0.0
1948,2020-08-18 10:27:08+00:00,"hospital is full, very sad.",20051,False,person,2020-08-18,-0.5256
1949,2020-09-04 08:11:58+00:00,covid is getting worse here,20131,False,person,2020-09-04,-0.4767
1952,2020-04-06 02:28:06+00:00,this pandemic will never end,48001,False,person,2020-04-06,0.0
1953,2020-11-11 05:29:47+00:00,covid is getting worse here,08019,False,person,2020-11-11,-0.4767
1960,2020-04-07 10:59:47+00:00,i hate lockdown,19151,False,person,2020-04-07,-0.5719
1961,2020-05-02 03:01:37+00:00,wearing masks is important,42015,False,person,2020-05-02,0.2023
1962,2020-04-25 02:21:18+00:00,finally recovered from covid,13215,False,person,2020-04-25,0.0
1964,2020-08-23 00:38:04+00:00,"hospital is full, very sad.",29139,False,person,2020-08-23,-0.5256
1965,2020-06-09 14:00:53+00:00,"cases are dropping, great news!",29115,False,person,2020-06-09,0.6588
1968,2020-05-06 02:57:30+00:00,vaccine is working well,56045,False,person,2020-05-06,0.2732
1971,2020-06-10 14:21:29+00:00,finally recovered from covid,20049,False,person,2020-06-10,0.0
1973,2020-10-07 19:42:59+00:00,"hospital is full, very sad.",40061,False,person,2020-10-07,-0.5256
1974,2020-07-11 08:58:02+00:00,wearing masks is important,48319,False,person,2020-07-11,0.2023
1979,2020-09-12 13:31:26+00:00,"cases are dropping, great news!",29165,False,person,2020-09-12,0.6588
1986,2020-04-12 15:54:04+00:00,"hospital is full, very sad.",48053,False,person,2020-04-12,-0.5256
1990,2020-11-05 01:51:42+00:00,vaccine is working well,08019,False,person,2020-11-05,0.2732
1991,2020-06-25 19:22:59+00:00,"cases are dropping, great news!",17109,False,person,2020-06-25,0.6588
1993,2020-05-14 03:04:28+00:00,wearing masks is important,40023,False,person,2020-05-14,0.2023
1998,2020-06-15 20:44:50+00:00,vaccine is working well,18015,False,person,2020-06-15,0.2732
2000,2020-03-10 11:10:45+00:00,covid is getting worse here,56045,False,person,2020-03-10,-0.4767
2002,2020-07-05 12:38:18+00:00,covid is getting worse here,42085,False,person,2020-07-05,-0.4767
2004,2020-05-08 15:00:55+00:00,this pandemic will never end,42015,False,person,2020-05-08,0.0
2009,2020-10-15 14:06:00+00:00,covid is getting worse here,36035,False,person,2020-10-15,-0.4767
2011,2020-12-23 16:25:27+00:00,"cases are dropping, great news!",06097,False,person,2020-12-23,0.6588
2012,2020-08-09 12:57:14+00:00,covid is getting worse here,02070,False,person,2020-08-09,-0.4767
2015,2020-11-01 05:51:59+00:00,this pandemic will never end,05007,False,person,2020-11-01,0.0
2016,2020-11-19 06:50:42+00:00,i hate lockdown,37015,False,person,2020-11-19,-0.5719
2017,2020-04-04 21:58:08+00:00,this pandemic will never end,29095,False,person,2020-04-04,0.0
2018,2020-03-22 00:27:15+00:00,wearing masks is important,51830,False,person,2020-03-22,0.2023
2019,2020-11-21 02:42:51+00:00,"cases are dropping, great news!",16073,False,person,2020-11-21,0.6588
2022,2020-05-29 02:10:05+00:00,covid is getting worse here,32015,False,person,2020-05-29,-0.4767
2023,2020-12-10 14:47:03+00:00,i hate lockdown,42015,False,person,2020-12-10,-0.5719
2024,2020-05-22 08:08:30+00:00,wearing masks is important,04003,False,person,2020-05-22,0.2023
2026,2020-12-25 09:59:02+00:00,i hate lockdown,20131,False,person,2020-12-25,-0.5719
2028,2020-09-02 19:55:22+00:00,i hate lockdown,19183,False,person,2020-09-02,-0.5719
2030,2020-06-17 07:15:42+00:00,covid is getting worse here,42085,False,person,2020-06-17,-0.4767
2034,2020-10-05 05:33:50+00:00,"hospital is full, very sad.",01121,False,person,2020-10-05,-0.5256
2035,2020-09-08 09:40:36+00:00,i hate lockdown,55067,False,person,2020-09-08,-0.5719
2038,2020-04-23 12:01:20+00:00,"hospital is full, very sad.",31047,False,person,2020-04-23,-0.5256
2041,2020-05-07 19:03:33+00:00,"hospital is full, very sad.",40061,False,person,2020-05-07,-0.5256
2042,2020-06-20 07:07:39+00:00,vaccine is working well,42085,False,person,2020-06-20,0.2732
2044,2020-05-25 21:06:44+00:00,wearing masks is important,01049,False,person,2020-05-25,0.2023
2045,2020-03-18 21:51:30+00:00,"cases are dropping, great news!",01121,False,person,2020-03-18,0.6588
2046,2020-04-10 20:43:10+00:00,vaccine is working well,53015,False,person,2020-04-10,0.2732
2047,2020-04-13 10:52:49+00:00,finally recovered from covid,32001,False,person,2020-04-13,0.0
2050,2020-10-04 10:36:18+00:00,this pandemic will never end,51183,False,person,2020-10-04,0.0
2052,2020-06-21 22:09:13+00:00,this pandemic will never end,40023,False,person,2020-06-21,0.0
2062,2020-12-20 00:05:47+00:00,wearing masks is important,27093,False,person,2020-12-20,0.2023
2069,2020-05-21 16:43:07+00:00,"cases are dropping, great news!",51161,False,person,2020-05-21,0.6588
2073,2020-11-26 11:58:51+00:00,this pandemic will never end,47065,False,person,2020-11-26,0.0
2074,2020-09-12 23:57:13+00:00,"cases are dropping, great news!",19183,False,person,2020-09-12,0.6588
2076,2020-03-08 23:01:17+00:00,i hate lockdown,01019,False,person,2020-03-08,-0.5719
2078,2020-10-24 16:30:02+00:00,"cases are dropping, great news!",51167,False,person,2020-10-24,0.6588
2081,2020-04-05 02:30:24+00:00,wearing masks is important,17109,False,person,2020-04-05,0.2023
2083,2020-06-21 02:51:40+00:00,this pandemic will never end,40061,False,person,2020-06-21,0.0
2087,2020-06-14 20:05:01+00:00,vaccine is working well,29115,False,person,2020-06-14,0.2732
2088,2020-11-07 20:23:09+00:00,wearing masks is important,20199,False,person,2020-11-07,0.2023
2093,2020-05-28 22:38:50+00:00,vaccine is working well,26001,False,person,2020-05-28,0.2732
2096,2020-12-15 04:36:26+00:00,"hospital is full, very sad.",29165,False,person,2020-12-15,-0.5256
2099,2020-11-14 00:48:07+00:00,finally recovered from covid,20049,False,person,2020-11-14,0.0
2101,2020-09-27 01:05:54+00:00,"hospital is full, very sad.",56019,False,person,2020-09-27,-0.5256
2102,2020-07-08 03:43:16+00:00,covid is getting worse here,39127,False,person,2020-07-08,-0.4767
2104,2020-05-14 01:56:56+00:00,finally recovered from covid,21183,False,person,2020-05-14,0.0
2105,2020-08-29 19:19:50+00:00,"hospital is full, very sad.",13005,False,person,2020-08-29,-0.5256
2107,2020-03-26 17:00:09+00:00,covid is getting worse here,22051,False,person,2020-03-26,-0.4767
2109,2020-07-26 07:07:06+00:00,i hate lockdown,13167,False,person,2020-07-26,-0.5719
2110,2020-09-07 03:10:57+00:00,covid is getting worse here,39127,False,person,2020-09-07,-0.4767
2113,2020-11-28 20:50:40+00:00,this pandemic will never end,20169,False,person,2020-11-28,0.0
2116,2020-09-17 09:06:54+00:00,"cases are dropping, great news!",29115,False,person,2020-09-17,0.6588
2117,2020-09-06 15:51:35+00:00,finally recovered from covid,55121,False,person,2020-09-06,0.0
2121,2020-07-14 20:13:48+00:00,this pandemic will never end,37015,False,person,2020-07-14,0.0
2128,2020-05-05 01:33:33+00:00,i hate lockdown,47149,False,person,2020-05-05,-0.5719
2129,2020-08-19 12:09:45+00:00,this pandemic will never end,48053,False,person,2020-08-19,0.0
2132,2020-10-08 22:44:47+00:00,"hospital is full, very sad.",20049,False,person,2020-10-08,-0.5256
2134,2020-09-13 21:06:30+00:00,wearing masks is important,56045,False,person,2020-09-13,0.2023
2135,2020-12-03 11:33:04+00:00,this pandemic will never end,38099,False,person,2020-12-03,0.0
2136,2020-03-17 09:59:56+00:00,"hospital is full, very sad.",51161,False,person,2020-03-17,-0.5256
2141,2020-09-15 19:49:34+00:00,vaccine is working well,48001,False,person,2020-09-15,0.2732
2143,2020-04-24 04:53:40+00:00,i hate lockdown,72051,False,person,2020-04-24,-0.5719
2146,2020-07-02 18:51:32+00:00,finally recovered from covid,32015,False,person,2020-07-02,0.0
2148,2020-08-31 10:15:24+00:00,"cases are dropping, great news!",29121,False,person,2020-08-31,0.6588
2151,2020-06-25 06:38:18+00:00,"hospital is full, very sad.",09001,False,person,2020-06-25,-0.5256
2154,2020-06-16 00:01:43+00:00,"hospital is full, very sad.",20049,False,person,2020-06-16,-0.5256
2164,2020-06-15 07:35:19+00:00,"cases are dropping, great news!",37175,False,person,2020-06-15,0.6588
2166,2020-11-04 13:04:30+00:00,i hate lockdown,45057,False,person,2020-11-04,-0.5719
2168,2020-09-29 22:57:26+00:00,"cases are dropping, great news!",47149,False,person,2020-09-29,0.6588
2169,2020-07-31 10:56:56+00:00,vaccine is working well,20131,False,person,2020-07-31,0.2732
2170,2020-09-21 11:29:12+00:00,covid is getting worse here,21183,False,person,2020-09-21,-0.4767
2171,2020-07-31 15:23:42+00:00,"cases are dropping, great news!",40023,False,person,2020-07-31,0.6588
2172,2020-06-16 11:32:38+00:00,wearing masks is important,29165,False,person,2020-06-16,0.2023
2176,2020-09-07 23:12:11+00:00,i hate lockdown,45057,False,person,2020-09-07,-0.5719
2179,2020-12-06 18:04:33+00:00,covid is getting worse here,47065,False,person,2020-12-06,-0.4767
2180,2020-08-26 15:41:46+00:00,"cases are dropping, great news!",31047,False,person,2020-08-26,0.6588
2181,2020-07-17 19:33:17+00:00,covid is getting worse here,40023,False,person,2020-07-17,-0.4767
2182,2020-10-31 16:05:09+00:00,"hospital is full, very sad.",42015,False,person,2020-10-31,-0.5256
2185,2020-07-05 05:53:49+00:00,wearing masks is important,39111,False,person,2020-07-05,0.2023
2187,2020-10-01 09:09:56+00:00,covid is getting worse here,51161,False,person,2020-10-01,-0.4767
2188,2020-07-01 06:47:32+00:00,"cases are dropping, great news!",22089,False,person,2020-07-01,0.6588
2190,2020-08-13 14:45:52+00:00,wearing masks is important,41065,False,person,2020-08-13,0.2023
2192,2020-05-22 01:21:24+00:00,this pandemic will never end,01121,False,person,2020-05-22,0.0
2196,2020-06-21 13:28:57+00:00,this pandemic will never end,20147,False,person,2020-06-21,0.0
2197,2020-04-19 12:08:03+00:00,finally recovered from covid,38099,False,person,2020-04-19,0.0
2199,2020-03-02 20:42:32+00:00,"hospital is full, very sad.",26001,False,person,2020-03-02,-0.5256
2200,2020-04-18 13:51:57+00:00,"cases are dropping, great news!",29095,False,person,2020-04-18,0.6588
2206,2020-10-19 15:18:54+00:00,vaccine is working well,04003,False,person,2020-10-19,0.2732
2207,2020-07-10 03:58:54+00:00,"cases are dropping, great news!",22089,False,person,2020-07-10,0.6588
2209,2020-09-12 17:10:27+00:00,"hospital is full, very sad.",02105,False,person,2020-09-12,-0.5256
2211,2020-07-04 03:33:28+00:00,wearing masks is important,42085,False,person,2020-07-04,0.2023
2213,2020-03-07 23:06:04+00:00,vaccine is working well,34029,False,person,2020-03-07,0.2732
2215,2020-12-23 23:42:08+00:00,wearing masks is important,01019,False,person,2020-12-23,0.2023
2219,2020-08-20 19:13:44+00:00,vaccine is working well,01019,False,person,2020-08-20,0.2732
2224,2020-06-05 21:51:10+00:00,vaccine is working well,13215,False,person,2020-06-05,0.2732
2225,2020-12-03 17:51:50+00:00,"cases are dropping, great news!",56019,False,person,2020-12-03,0.6588
2228,2020-06-17 18:27:38+00:00,i hate lockdown,26001,False,person,2020-06-17,-0.5719
2230,2020-11-24 02:50:35+00:00,"hospital is full, very sad.",26001,False,person,2020-11-24,-0.5256
2234,2020-06-15 16:01:06+00:00,"hospital is full, very sad.",40023,False,person,2020-06-15,-0.5256
2238,2020-07-01 17:26:19+00:00,"hospital is full, very sad.",19151,False,person,2020-07-01,-0.5256
2239,2020-10-17 16:28:15+00:00,this pandemic will never end,22089,False,person,2020-10-17,0.0
2243,2020-05-24 11:00:09+00:00,wearing masks is important,08099,False,person,2020-05-24,0.2023
2247,2020-12-19 01:18:17+00:00,finally recovered from covid,48187,False,person,2020-12-19,0.0
2248,2020-10-29 11:52:23+00:00,vaccine is working well,37127,False,person,2020-10-29,0.2732
2249,2020-12-26 02:54:36+00:00,covid is getting worse here,22051,False,person,2020-12-26,-0.4767
2252,2020-10-22 16:55:58+00:00,finally recovered from covid,48319,False,person,2020-10-22,0.0
2253,2020-07-23 04:08:23+00:00,"cases are dropping, great news!",20051,False,person,2020-07-23,0.6588
2255,2020-03-27 05:40:54+00:00,covid is getting worse here,31171,False,person,2020-03-27,-0.4767
2256,2020-07-24 16:17:24+00:00,"hospital is full, very sad.",40061,False,person,2020-07-24,-0.5256
2258,2020-07-30 22:45:35+00:00,i hate lockdown,42015,False,person,2020-07-30,-0.5719
2263,2020-03-30 02:11:01+00:00,vaccine is working well,51197,False,person,2020-03-30,0.2732
2264,2020-08-03 05:44:10+00:00,finally recovered from covid,29165,False,person,2020-08-03,0.0
2266,2020-11-01 09:14:02+00:00,"hospital is full, very sad.",56019,False,person,2020-11-01,-0.5256
2268,2020-08-17 00:42:04+00:00,wearing masks is important,32015,False,person,2020-08-17,0.2023
2274,2020-12-25 01:26:43+00:00,"hospital is full, very sad.",29139,False,person,2020-12-25,-0.5256
2276,2020-10-06 14:49:43+00:00,wearing masks is important,53015,False,person,2020-10-06,0.2023
2277,2020-10-15 08:46:59+00:00,"cases are dropping, great news!",45057,False,person,2020-10-15,0.6588
2278,2020-05-14 22:45:40+00:00,"cases are dropping, great news!",20199,False,person,2020-05-14,0.6588
2281,2020-08-22 04:03:42+00:00,this pandemic will never end,08019,False,person,2020-08-22,0.0
2284,2020-05-15 21:59:56+00:00,"hospital is full, very sad.",51183,False,person,2020-05-15,-0.5256
2291,2020-05-22 19:17:26+00:00,covid is getting worse here,32001,False,person,2020-05-22,-0.4767
2295,2020-08-18 05:10:14+00:00,vaccine is working well,08019,False,person,2020-08-18,0.2732
2297,2020-12-16 21:06:17+00:00,vaccine is working well,53015,False,person,2020-12-16,0.2732
2299,2020-10-13 04:14:30+00:00,wearing masks is important,17109,False,person,2020-10-13,0.2023
2300,2020-11-05 04:29:18+00:00,finally recovered from covid,72051,False,person,2020-11-05,0.0
2302,2020-05-06 06:51:36+00:00,"cases are dropping, great news!",47065,False,person,2020-05-06,0.6588
2304,2020-11-13 14:19:21+00:00,"cases are dropping, great news!",05007,False,person,2020-11-13,0.6588
2305,2020-09-07 14:20:05+00:00,wearing masks is important,20117,False,person,2020-09-07,0.2023
2306,2020-08-03 13:49:38+00:00,"hospital is full, very sad.",48347,False,person,2020-08-03,-0.5256
2307,2020-10-08 18:49:05+00:00,"cases are dropping, great news!",08033,False,person,2020-10-08,0.6588
2308,2020-12-01 02:21:44+00:00,this pandemic will never end,38081,False,person,2020-12-01,0.0
2309,2020-05-19 21:32:42+00:00,this pandemic will never end,37127,False,person,2020-05-19,0.0
2310,2020-05-19 00:58:26+00:00,"cases are dropping, great news!",42015,False,person,2020-05-19,0.6588
2313,2020-12-30 09:36:15+00:00,i hate lockdown,53013,False,person,2020-12-30,-0.5719
2316,2020-05-26 02:22:44+00:00,wearing masks is important,29165,False,person,2020-05-26,0.2023
2319,2020-05-22 15:23:43+00:00,finally recovered from covid,48347,False,person,2020-05-22,0.0
2320,2020-07-15 02:18:47+00:00,finally recovered from covid,29121,False,person,2020-07-15,0.0
2326,2020-06-18 11:59:44+00:00,i hate lockdown,51830,False,person,2020-06-18,-0.5719
2331,2020-05-04 03:23:49+00:00,i hate lockdown,40023,False,person,2020-05-04,-0.5719
2333,2020-09-30 11:49:12+00:00,vaccine is working well,34029,False,person,2020-09-30,0.2732
2336,2020-10-30 03:31:21+00:00,wearing masks is important,19189,False,person,2020-10-30,0.2023
2338,2020-11-06 05:45:27+00:00,wearing masks is important,17109,False,person,2020-11-06,0.2023
2340,2020-07-13 20:15:53+00:00,finally recovered from covid,48053,False,person,2020-07-13,0.0
2343,2020-03-12 06:16:07+00:00,finally recovered from covid,34029,False,person,2020-03-12,0.0
2344,2020-11-05 11:12:04+00:00,covid is getting worse here,31171,False,person,2020-11-05,-0.4767
2345,2020-08-18 19:58:50+00:00,this pandemic will never end,53045,False,person,2020-08-18,0.0
2347,2020-04-06 06:17:02+00:00,"hospital is full, very sad.",20049,False,person,2020-04-06,-0.5256
2350,2020-11-11 07:32:15+00:00,this pandemic will never end,51181,False,person,2020-11-11,0.0
2353,2020-03-11 01:10:28+00:00,"hospital is full, very sad.",53015,False,person,2020-03-11,-0.5256
2356,2020-12-15 11:52:41+00:00,finally recovered from covid,37175,False,person,2020-12-15,0.0
2359,2020-08-12 12:12:16+00:00,"cases are dropping, great news!",37015,False,person,2020-08-12,0.6588
2363,2020-12-08 02:34:15+00:00,vaccine is working well,38009,False,person,2020-12-08,0.2732
2364,2020-10-09 05:46:34+00:00,this pandemic will never end,56019,False,person,2020-10-09,0.0
